fpkmX	fpkmY	highlight	gene_short_name
ENSMUSG00000083039	1	1	FALSE	Gm11606
ENSMUSG00000083041	1	1	FALSE	Gm9835
ENSMUSG00000083042	1	1	FALSE	Gm11388
ENSMUSG00000083043	1	1	FALSE	Gm13433
ENSMUSG00000083044	1.254198	1.259786	FALSE	Gm12416
ENSMUSG00000083045	1	1	FALSE	Gm16100
ENSMUSG00000083046	1	1	FALSE	Gm14699
ENSMUSG00000083047	1	1	FALSE	Gm14082
ENSMUSG00000083048	1	1	FALSE	Gm14595
ENSMUSG00000083049	1	1	FALSE	Gm14822
ENSMUSG00000083050	3.70293	1.087773	FALSE	Gm11242
ENSMUSG00000083051	1	1	FALSE	Gm14625
ENSMUSG00000083052	1	1	FALSE	Gm12285
ENSMUSG00000083053	1	1	FALSE	Gm15001
ENSMUSG00000083054	1	1	FALSE	Gm12986
ENSMUSG00000083055	1	1.0156364	FALSE	Gm14140
ENSMUSG00000083056	1	1	FALSE	Gm2092
ENSMUSG00000083057	1	1	FALSE	Gm13356
ENSMUSG00000083058	1	1	FALSE	Gm14795
ENSMUSG00000083059	1	1.0389343	FALSE	Olfr268-ps1
ENSMUSG00000083060	1	1	FALSE	Gm14533
ENSMUSG00000083061	1	1.0447076	FALSE	Gm12191
ENSMUSG00000083062	1	1	FALSE	Gm14980
ENSMUSG00000083063	1	1	FALSE	Gm14882
ENSMUSG00000083064	3.70033	1.5128	FALSE	Gm7785
ENSMUSG00000083065	1	1	FALSE	Gm13195
ENSMUSG00000083066	1	1	FALSE	Gm12748
ENSMUSG00000083067	1	1	FALSE	Gm14751
ENSMUSG00000083068	1.188501	1.126284	FALSE	Gm11800
ENSMUSG00000083069	1	1	FALSE	Gm16431
ENSMUSG00000083070	1	1	FALSE	Gm13350
ENSMUSG00000083072	1	1	FALSE	Gm13668
ENSMUSG00000083073	1	1	FALSE	Gm11845
ENSMUSG00000083074	1	1	FALSE	Gm14670
ENSMUSG00000083075	1	1	FALSE	Gm11980
ENSMUSG00000083076	1	1	FALSE	Gm11408
ENSMUSG00000083077	1	1	FALSE	Gm14126
ENSMUSG00000083078	1	1	FALSE	Gm13172
ENSMUSG00000083079	1	1	FALSE	Amy2b
ENSMUSG00000083080	1	1	FALSE	Gm11484
ENSMUSG00000083081	1	1.0734123	FALSE	Gm13223
ENSMUSG00000083083	1	1.0340403	FALSE	Gm15382
ENSMUSG00000083084	1	1	FALSE	Gm14667
ENSMUSG00000083085	1	1	FALSE	Gm12765
ENSMUSG00000083086	5.58874	1	FALSE	Gm15531
ENSMUSG00000083087	1	1.0212802	FALSE	Gm11249
ENSMUSG00000083088	1	1	FALSE	Gm14153
ENSMUSG00000083089	1	1	FALSE	Gm4760
ENSMUSG00000083090	1	1	FALSE	Gm11736
ENSMUSG00000083091	1	1	FALSE	Gm12438
ENSMUSG00000083093	2.54415	1.0227599	FALSE	Gm15385
ENSMUSG00000083094	1	1	FALSE	Gm4908
ENSMUSG00000083095	1	1.342005	FALSE	Gm11863
ENSMUSG00000083096	1	1	FALSE	Gm11356
ENSMUSG00000083097	2.78535	2.11497	FALSE	Gm14494
ENSMUSG00000083098	1	1	FALSE	Gm14578
ENSMUSG00000083099	1	1	FALSE	Gm4732
ENSMUSG00000083100	1	1	FALSE	Gm6044
ENSMUSG00000083101	1	1	FALSE	Gm13430
ENSMUSG00000083102	1	1	FALSE	Gm16424
ENSMUSG00000083103	1	1	FALSE	Gm6429
ENSMUSG00000083104	1	1.0243481	FALSE	Gm12917
ENSMUSG00000083105	1	1	FALSE	Gm12393
ENSMUSG00000083106	1	1	FALSE	Gm15309
ENSMUSG00000083107	1	1	FALSE	Gm5303
ENSMUSG00000083109	1	1	FALSE	Gm12876
ENSMUSG00000083110	1	1	FALSE	Gm14073
ENSMUSG00000083111	3.13881	1.979067	FALSE	Gm14421
ENSMUSG00000083112	1	1	FALSE	Gm14620
ENSMUSG00000083113	1	1	FALSE	Rpl10-ps4
ENSMUSG00000083114	1	1	FALSE	Gm14790
ENSMUSG00000083115	1	1	FALSE	Gm13386
ENSMUSG00000083116	1	1	FALSE	Gm13410
ENSMUSG00000083117	1	1	FALSE	Gm15171
ENSMUSG00000083118	1	1	FALSE	Gm11609
ENSMUSG00000083119	1	1	FALSE	Gm14724
ENSMUSG00000083120	1	1	FALSE	Gm15854
ENSMUSG00000083121	1.252107	1	FALSE	Gm6341
ENSMUSG00000083122	2.03398	1	FALSE	Gm15578
ENSMUSG00000083123	1	1	FALSE	Gm6826
ENSMUSG00000083124	1	1	FALSE	Gm11327
ENSMUSG00000083125	1	1.0306066	FALSE	Gm16203
ENSMUSG00000083126	1	1	FALSE	Gm14109
ENSMUSG00000083127	1	1	FALSE	Gm15189
ENSMUSG00000083128	1	1	FALSE	Gm12723
ENSMUSG00000083129	1	1	FALSE	Gm12210
ENSMUSG00000083130	1	1	FALSE	Gm14560
ENSMUSG00000083132	1	1	FALSE	Gm14422
ENSMUSG00000083133	1	1	FALSE	Gm14844
ENSMUSG00000083135	1	1	FALSE	Gm11504
ENSMUSG00000083136	1	1	FALSE	Gm15170
ENSMUSG00000083137	1	1	FALSE	Gm11792
ENSMUSG00000083138	1	1	FALSE	Cyp4a29-ps
ENSMUSG00000083139	1	1.0483467	FALSE	Gm12418
ENSMUSG00000083140	1	1	FALSE	Gm5073
ENSMUSG00000083141	1	1	FALSE	Gm15752
ENSMUSG00000083142	1	1	FALSE	Gm12288
ENSMUSG00000083143	1	1	FALSE	Gm13424
ENSMUSG00000083144	1	1	FALSE	Gm14334
ENSMUSG00000083145	1	1	FALSE	Gm12579
ENSMUSG00000083146	1	1	FALSE	Gm15921
ENSMUSG00000083147	1	1	FALSE	Olfr1103-ps1
ENSMUSG00000083148	1	1	FALSE	Gm15102
ENSMUSG00000083149	2.01954	1.479317	FALSE	Gm11380
ENSMUSG00000083150	1	1	FALSE	Gm11852
ENSMUSG00000083151	1	1	FALSE	Gm4913
ENSMUSG00000083152	1	1.13241	FALSE	Apc-ps1
ENSMUSG00000083153	1	1	FALSE	Gm12459
ENSMUSG00000083154	1	1	FALSE	Gm11892
ENSMUSG00000083155	1	1	FALSE	Gm11866
ENSMUSG00000083156	1	1	FALSE	Gm12201
ENSMUSG00000083157	1.150333	1.0836411	FALSE	Gm13511
ENSMUSG00000083158	1	1	FALSE	Gm14655
ENSMUSG00000083159	1	1	FALSE	Gm12180
ENSMUSG00000083160	1	1	FALSE	Gm15967
ENSMUSG00000083161	1	1	FALSE	Gm11427
ENSMUSG00000083162	1	1	FALSE	Gm4917
ENSMUSG00000083163	1	1	FALSE	Gm11429
ENSMUSG00000083165	1	1	FALSE	Gm11344
ENSMUSG00000083166	1	1	FALSE	Gm8648
ENSMUSG00000083167	1	1	FALSE	Gm11287
ENSMUSG00000083168	1	1	FALSE	Gm14201
ENSMUSG00000083169	1	1	FALSE	Gm6580
ENSMUSG00000083170	1	1	FALSE	Gm14405
ENSMUSG00000083171	1	1	FALSE	Gm12321
ENSMUSG00000083172	1	1	FALSE	Gm13409
ENSMUSG00000083173	1	1	FALSE	Gm13064
ENSMUSG00000083174	1	1	FALSE	Gm7190
ENSMUSG00000083175	1	1	FALSE	Gm12206
ENSMUSG00000083176	1	1.259286	FALSE	D11Bhm181e
ENSMUSG00000083177	1	1	FALSE	Gm7820
ENSMUSG00000083178	1	1	FALSE	Gm12187
ENSMUSG00000083179	1.101543	1.0322116	FALSE	Gm12693
ENSMUSG00000083180	1	1	FALSE	Gm15007
ENSMUSG00000083181	1	1	FALSE	Gm13903
ENSMUSG00000083182	1	1	FALSE	Gm13828
ENSMUSG00000083183	1	1.304824	FALSE	Gm15575
ENSMUSG00000083184	1.178186	1	FALSE	Gm14969
ENSMUSG00000083185	1	1	FALSE	Olfr1146-ps1
ENSMUSG00000083186	1	1	FALSE	Gm11805
ENSMUSG00000083188	1	1	FALSE	Olfr404-ps1
ENSMUSG00000083189	1	1	FALSE	Gm15027
ENSMUSG00000083190	1	1	FALSE	Gm12836
ENSMUSG00000083191	1	1	FALSE	Gm15571
ENSMUSG00000083192	1.436447	1.161931	FALSE	Gm7689
ENSMUSG00000083193	1	1	FALSE	4930595D18Rik
ENSMUSG00000083195	1	1	FALSE	Gm13567
ENSMUSG00000083196	1	1	FALSE	Gm15272
ENSMUSG00000083197	1	1	FALSE	Gm13581
ENSMUSG00000083199	1	2.47374	FALSE	Gm9432
ENSMUSG00000083200	1.0188056	1.00596557	FALSE	Gm15066
ENSMUSG00000083201	1	1	FALSE	Gm12080
ENSMUSG00000083202	1	1	FALSE	Gm12388
ENSMUSG00000083203	1	1	FALSE	Gm11421
ENSMUSG00000083204	1	1	FALSE	Gm13788
ENSMUSG00000083205	1	1	FALSE	Gm7821
ENSMUSG00000083206	1	1	FALSE	Gm11338
ENSMUSG00000083207	1	1	FALSE	Gm14780
ENSMUSG00000083208	1	1.0862548	FALSE	Gm11522
ENSMUSG00000083209	1	3.23146	FALSE	Gm11969
ENSMUSG00000083210	1	1	FALSE	Gm14869
ENSMUSG00000083211	1	1	FALSE	Gm13737
ENSMUSG00000083212	1	1	FALSE	Gm12274
ENSMUSG00000083213	1	1.381693	FALSE	Gm14875
ENSMUSG00000083214	1	1	FALSE	Gm11912
ENSMUSG00000083215	1	1	FALSE	Gm14081
ENSMUSG00000083216	1	1	FALSE	Hbb-bh3
ENSMUSG00000083218	1	1.470633	FALSE	Gm16425
ENSMUSG00000083219	1	1	FALSE	Gm11410
ENSMUSG00000083220	1	1	FALSE	Gm12919
ENSMUSG00000083221	1	1	FALSE	Gm14528
ENSMUSG00000083222	1	1	FALSE	Gm12427
ENSMUSG00000083223	1	1	FALSE	Gm15016
ENSMUSG00000083224	1	1	FALSE	Gm11255
ENSMUSG00000083225	1	1	FALSE	Gm15215
ENSMUSG00000083226	1	1	FALSE	Gm7831
ENSMUSG00000083227	1	1	FALSE	Gm11546
ENSMUSG00000083228	1	1	FALSE	Gm11779
ENSMUSG00000083229	1	1	FALSE	Gm11862
ENSMUSG00000083230	1	1	FALSE	Gm14158
ENSMUSG00000083231	1	1	FALSE	Gm15096
ENSMUSG00000083232	1	1	FALSE	Gm11796
ENSMUSG00000083233	1	1	FALSE	Gm13406
ENSMUSG00000083234	1	1	FALSE	Gm12262
ENSMUSG00000083235	1.173241	1	FALSE	Gm13246
ENSMUSG00000083236	1	1	FALSE	Gm7222
ENSMUSG00000083237	1	1	FALSE	Gm11698
ENSMUSG00000083238	1	1	FALSE	Hspe1-ps4
ENSMUSG00000083239	1	1	FALSE	Mup-ps1
ENSMUSG00000083240	1	1	FALSE	Gm13453
ENSMUSG00000083241	1	1.0341189	FALSE	Gm13259
ENSMUSG00000083242	1	1	FALSE	Gm15659
ENSMUSG00000083243	1	1	FALSE	Gm14668
ENSMUSG00000083244	1	1	FALSE	Gm15180
ENSMUSG00000083245	1.151554	1.480314	FALSE	Gm11185
ENSMUSG00000083246	1	1.555947	FALSE	Gm11839
ENSMUSG00000083248	1	1	FALSE	Gm6574
ENSMUSG00000083249	1	1	FALSE	Gm14623
ENSMUSG00000083250	1	1.0293746	FALSE	Gm5403
ENSMUSG00000083251	1	1	FALSE	Gm15300
ENSMUSG00000083252	1	1	FALSE	Gm13210
ENSMUSG00000083253	1	1	FALSE	Gm7108
ENSMUSG00000083254	1	1	FALSE	Gm15116
ENSMUSG00000083255	1	1	FALSE	Gm12738
ENSMUSG00000083256	1	1	FALSE	Kars-ps1
ENSMUSG00000083257	1	1	FALSE	Gm15568
ENSMUSG00000083258	1	1	FALSE	Gm5939
ENSMUSG00000083259	1	1	FALSE	Gm12625
ENSMUSG00000083260	3.47347	1.440969	FALSE	Gm13460
ENSMUSG00000083261	1.046275	1.0682668	FALSE	Gm7816
ENSMUSG00000083262	1	1	FALSE	Gm14470
ENSMUSG00000083263	1	1.035521	FALSE	Gm14874
ENSMUSG00000083264	1	1	FALSE	Gm11461
ENSMUSG00000083266	1	1	FALSE	Gm12572
ENSMUSG00000083267	1	1	FALSE	Olfr1127-ps1
ENSMUSG00000083268	1.201957	1.322701	FALSE	Gm11511
ENSMUSG00000083269	1	1	FALSE	Gm13254
ENSMUSG00000083270	1	1	FALSE	Gm13498
ENSMUSG00000083271	1	1	FALSE	Gm12384
ENSMUSG00000083272	1	1	FALSE	Gm12550
ENSMUSG00000083274	1.208111	1.660621	FALSE	Gm14080
ENSMUSG00000083275	1	1	FALSE	Gm4993
ENSMUSG00000083276	1	1	FALSE	Gm13551
ENSMUSG00000083277	1	1	FALSE	Gm15376
ENSMUSG00000083278	1	1	FALSE	Gm14589
ENSMUSG00000083279	1	1	FALSE	Gm13638
ENSMUSG00000083280	1	1	FALSE	Gm11838
ENSMUSG00000083281	1	1	FALSE	Gm13332
ENSMUSG00000083282	7.08295	16.7741	FALSE	Ctsf
ENSMUSG00000083283	1	1	FALSE	Gm15361
ENSMUSG00000083284	3.93103	1.913273	FALSE	Gm13688
ENSMUSG00000083285	1	1	FALSE	Gm15815
ENSMUSG00000083286	1	1	FALSE	Flg
ENSMUSG00000083287	1.0220214	1.00628361	FALSE	Gm13502
ENSMUSG00000083288	1	1	FALSE	Csnk2a1-ps
ENSMUSG00000083289	1	1	FALSE	Gm8812
ENSMUSG00000083290	1	1	FALSE	Gm15030
ENSMUSG00000083291	1	1	FALSE	Gm13679
ENSMUSG00000083292	1	1	FALSE	Gm12010
ENSMUSG00000083293	1	1	FALSE	Gm14313
ENSMUSG00000083294	1	1	FALSE	Gm14957
ENSMUSG00000083295	1	1	FALSE	Defa-ps8
ENSMUSG00000083296	1	1	FALSE	Gm12638
ENSMUSG00000083297	1	1	FALSE	Gm11316
ENSMUSG00000083298	1	1	FALSE	Gm12085
ENSMUSG00000083299	1	1	FALSE	Gm12332
ENSMUSG00000083300	1	1	FALSE	Gm12309
ENSMUSG00000083302	1	1	FALSE	Gm7905
ENSMUSG00000083303	1	1	FALSE	Gm12110
ENSMUSG00000083304	1	1	FALSE	Mup-ps15
ENSMUSG00000083305	1	1	FALSE	Gm13315
ENSMUSG00000083306	2.29931	1.539157	FALSE	Gm13868
ENSMUSG00000083307	1.0433771	4.96758	FALSE	AA414768
ENSMUSG00000083309	1	1	FALSE	Gm15926
ENSMUSG00000083310	3.64587	1	FALSE	Gm5760
ENSMUSG00000083311	1	1	FALSE	Gm5643
ENSMUSG00000083312	1	1	FALSE	Olfr1374-ps1
ENSMUSG00000083313	1	1	FALSE	Gm15090
ENSMUSG00000083314	1	1	FALSE	Gm11742
ENSMUSG00000083315	1	1	FALSE	Gm11871
ENSMUSG00000083316	1	1	FALSE	Gm15185
ENSMUSG00000083317	1	1	FALSE	Gm14402
ENSMUSG00000083318	1	1	FALSE	Gm15192
ENSMUSG00000083319	1	1	FALSE	Gm11284
ENSMUSG00000083320	1	1	FALSE	Gm13935
ENSMUSG00000083321	1	1	FALSE	Gm14931
ENSMUSG00000083322	1	1	FALSE	Gm15005
ENSMUSG00000083324	1	1	FALSE	Gm14997
ENSMUSG00000083325	1	1.0132461	FALSE	Gm14121
ENSMUSG00000083326	1	1	FALSE	Rpl38-ps1
ENSMUSG00000083327	1	1.0203735	FALSE	Vcp-rs
ENSMUSG00000083328	1.209889	1.0355202	FALSE	Gm11826
ENSMUSG00000083329	1	1	FALSE	Gm14220
ENSMUSG00000083330	1	1	FALSE	Gm11859
ENSMUSG00000083331	1.435262	1.0612942	FALSE	Gm12400
ENSMUSG00000083332	1.273996	1.0190717	FALSE	Gm7599
ENSMUSG00000083333	1	1	FALSE	Magea7-ps
ENSMUSG00000083334	1	1	FALSE	Gm13579
ENSMUSG00000083335	1	1	FALSE	Gm13397
ENSMUSG00000083336	1	1	FALSE	Olfr1332-ps1
ENSMUSG00000083337	1.0978906	1	FALSE	Gm11539
ENSMUSG00000083338	1	1	FALSE	Gm12475
ENSMUSG00000083339	1	1.0275367	FALSE	Gm11693
ENSMUSG00000083340	1	1.104238	FALSE	Gm13156
ENSMUSG00000083341	1	1	FALSE	Gm14238
ENSMUSG00000083342	1	1.0353043	FALSE	Gm14237
ENSMUSG00000083343	1	1	FALSE	Gm14666
ENSMUSG00000083344	1.122307	1	FALSE	Gm7363
ENSMUSG00000083345	1	1	FALSE	Gm6491
ENSMUSG00000083346	1	1	FALSE	Gm8260
ENSMUSG00000083347	1	1	FALSE	Gm13913
ENSMUSG00000083348	1	1	FALSE	Gm11289
ENSMUSG00000083349	1	1	FALSE	Gm7643
ENSMUSG00000083350	1	1	FALSE	Gm9060
ENSMUSG00000083351	1	1	FALSE	Gm15783
ENSMUSG00000083352	1	1	FALSE	Gm14907
ENSMUSG00000083353	5.23877	2.20273	FALSE	Gm12540
ENSMUSG00000083355	1	1.131562	FALSE	Gm11581
ENSMUSG00000083356	1	1	FALSE	Gm11708
ENSMUSG00000083358	1	1	FALSE	Olfr1004-ps1
ENSMUSG00000083359	1.283493	1	FALSE	Gm12656
ENSMUSG00000083360	1.0964506	1.116524	FALSE	Gm13105
ENSMUSG00000083361	1	1	FALSE	Olfr360
ENSMUSG00000083362	1	1	FALSE	Gm8606
ENSMUSG00000083363	1	1	FALSE	Gm12237
ENSMUSG00000083364	1	1	FALSE	Gm14535
ENSMUSG00000083365	1	1	FALSE	Gm12895
ENSMUSG00000083366	1	1	FALSE	Gm14887
ENSMUSG00000083367	1	1.156742	FALSE	Gm8806
ENSMUSG00000083368	1	1	FALSE	Gm13214
ENSMUSG00000083369	1	1	FALSE	Gm15332
ENSMUSG00000083371	1	1	FALSE	Gm11422
ENSMUSG00000083372	1	1	FALSE	Gm11235
ENSMUSG00000083373	1	1	FALSE	Gm13392
ENSMUSG00000083374	1	1.0326853	FALSE	Gm11449
ENSMUSG00000083375	1	1	FALSE	Gm15057
ENSMUSG00000083376	1	1	FALSE	Gm11882
ENSMUSG00000083377	1	1.293275	FALSE	Gm12653
ENSMUSG00000083378	1	1	FALSE	Gm13196
ENSMUSG00000083379	1	1	FALSE	Gm4919
ENSMUSG00000083380	1	1	FALSE	Gm3244
ENSMUSG00000083381	1	1	FALSE	Gm12767
ENSMUSG00000083382	1	1.892804	FALSE	Gm6433
ENSMUSG00000083383	1	1	FALSE	Olfr595-ps1
ENSMUSG00000083384	1	1	FALSE	Gm12813
ENSMUSG00000083385	1	1	FALSE	Gm11411
ENSMUSG00000083386	3.38172	1.425496	FALSE	Gm15426
ENSMUSG00000083387	1.162092	1.249925	FALSE	Gm11860
ENSMUSG00000083388	1	1	FALSE	Gm11550
ENSMUSG00000083389	1	1	FALSE	Gm13681
ENSMUSG00000083390	1	1	FALSE	Gm13121
ENSMUSG00000083391	1.0996309	1.0351532	FALSE	Gm14148
ENSMUSG00000083392	1.0821526	1.108169	FALSE	Gm6335
ENSMUSG00000083393	1	1	FALSE	Gm15194
ENSMUSG00000083394	1	1	FALSE	Gm12618
ENSMUSG00000083395	1	1	FALSE	Gm11203
ENSMUSG00000083396	1.228538	1.988595	FALSE	Gm15542
ENSMUSG00000083397	5.15431	1	FALSE	Gm5466
ENSMUSG00000083398	1	1	FALSE	Gm13458
ENSMUSG00000083399	1	1	FALSE	Gm15033
ENSMUSG00000083400	1	1.172521	FALSE	Gm11900
ENSMUSG00000083401	1	1	FALSE	Gm13506
ENSMUSG00000083402	1	1	FALSE	Gm14394
ENSMUSG00000083403	1	1	FALSE	Gm13041
ENSMUSG00000083404	1	1	FALSE	Gm13019
ENSMUSG00000083405	6.31085	3.2843	FALSE	Gm15725
ENSMUSG00000083406	1	1	FALSE	Gm8410
ENSMUSG00000083407	1	1	FALSE	Gm13176
ENSMUSG00000083409	1	1	FALSE	Gm11340
ENSMUSG00000083410	1.115372	1.189955	FALSE	Gm14300
ENSMUSG00000083411	1	1	FALSE	Rpl30-ps10
ENSMUSG00000083412	1	1.0827414	FALSE	Gm12268
ENSMUSG00000083413	1	1	FALSE	Gm11306
ENSMUSG00000083414	1	1	FALSE	Gm14840
ENSMUSG00000083415	1	1.0487458	FALSE	Gm14690
ENSMUSG00000083416	1	1	FALSE	Gm15378
ENSMUSG00000083417	1	1	FALSE	Olfr269-ps1
ENSMUSG00000083418	1	1	FALSE	Olfr1035-ps1
ENSMUSG00000083419	1	1	FALSE	Gm14485
ENSMUSG00000083420	1	1.140096	FALSE	Gm15665
ENSMUSG00000083421	1	1.535773	FALSE	Gm14776
ENSMUSG00000083422	1	1	FALSE	Gm15604
ENSMUSG00000083423	1	1	FALSE	Gm13221
ENSMUSG00000083424	1	1	FALSE	Rpl35a-ps4
ENSMUSG00000083425	1	1	FALSE	Gm13992
ENSMUSG00000083426	1	1	FALSE	Defa-ps10
ENSMUSG00000083427	1	1	FALSE	Gm12007
ENSMUSG00000083428	1	1	FALSE	Gm14591
ENSMUSG00000083429	1.29315	1	FALSE	Gm15198
ENSMUSG00000083430	1	1	FALSE	Gm13006
ENSMUSG00000083431	1	1.0168907	FALSE	Gm13437
ENSMUSG00000083432	1	1	FALSE	Gm14878
ENSMUSG00000083433	1	1	FALSE	Gm15405
ENSMUSG00000083434	1	1	FALSE	Gm12760
ENSMUSG00000083435	1	1.0734836	FALSE	Gm15824
ENSMUSG00000083436	1	1	FALSE	Gm11471
ENSMUSG00000083437	1	1	FALSE	Gm15187
ENSMUSG00000083438	1	1	FALSE	Gm5402
ENSMUSG00000083439	1	1.660794	FALSE	Gm14491
ENSMUSG00000083440	1	1	FALSE	Rpl7a-ps12
ENSMUSG00000083441	1	1	FALSE	Gm15329
ENSMUSG00000083442	1	1.41353	FALSE	Gm11187
ENSMUSG00000083443	1	1	FALSE	Gm15519
ENSMUSG00000083444	1	1	FALSE	Gm14768
ENSMUSG00000083445	3.02779	1	FALSE	Gm15038
ENSMUSG00000083446	1	1.040055	FALSE	Gm12826
ENSMUSG00000083447	1	1	FALSE	Gm11904
ENSMUSG00000083448	1	1	FALSE	Gm8749
ENSMUSG00000083449	1	1	FALSE	Gm13487
ENSMUSG00000083450	1	1	FALSE	Gm14619
ENSMUSG00000083451	1	1	FALSE	Gm11445
ENSMUSG00000083452	1	1	FALSE	Gm14905
ENSMUSG00000083453	1	1	FALSE	Gm13338
ENSMUSG00000083454	1.134963	1.0760868	FALSE	Gm13226
ENSMUSG00000083455	1	1	FALSE	Gm15037
ENSMUSG00000083456	1	1	FALSE	Gm13108
ENSMUSG00000083457	1	1	FALSE	Gm12839
ENSMUSG00000083458	1	1	FALSE	Gm5510
ENSMUSG00000083460	1.10823	1.0694641	FALSE	Gm12182
ENSMUSG00000083461	1	1	FALSE	Gm12935
ENSMUSG00000083462	1	1.0882318	FALSE	Gm12501
ENSMUSG00000083463	1	1	FALSE	Gm4909
ENSMUSG00000083465	1	1.335989	FALSE	Gm11652
ENSMUSG00000083466	1	1	FALSE	Gm15225
ENSMUSG00000083467	1	1	FALSE	Gm15840
ENSMUSG00000083468	1	1	FALSE	Gm9431
ENSMUSG00000083469	1.0842737	1	FALSE	Gm14281
ENSMUSG00000083470	1	1	FALSE	Nsa2-ps2
ENSMUSG00000083471	1	1	FALSE	Gm12118
ENSMUSG00000083472	1	1	FALSE	Gm13491
ENSMUSG00000083473	1	1.0237107	FALSE	Gm13207
ENSMUSG00000083474	1	1.0393958	FALSE	Gm15267
ENSMUSG00000083475	1	1	FALSE	Gm9440
ENSMUSG00000083477	1	1	FALSE	Gm5555
ENSMUSG00000083478	1	1	FALSE	Gm15375
ENSMUSG00000083479	2.36676	1.418779	FALSE	Gm11883
ENSMUSG00000083481	1	1	FALSE	Rps8-ps2
ENSMUSG00000083482	1	1	FALSE	Gm14706
ENSMUSG00000083483	1	1.0361298	FALSE	Gm14044
ENSMUSG00000083484	1	1	FALSE	Gm14574
ENSMUSG00000083485	1.420856	1	FALSE	Gm12308
ENSMUSG00000083486	1	1	FALSE	Gm14521
ENSMUSG00000083487	1	1	FALSE	Gm13888
ENSMUSG00000083488	1	1	FALSE	Gm8534
ENSMUSG00000083489	1	1	FALSE	Gm11784
ENSMUSG00000083490	1	1	FALSE	Gm14940
ENSMUSG00000083491	1	1	FALSE	Gm12423
ENSMUSG00000083492	1	1	FALSE	Gm14515
ENSMUSG00000083493	1	1	FALSE	Gm15044
ENSMUSG00000083494	1	1	FALSE	Gm12873
ENSMUSG00000083495	1	1	FALSE	Gm13877
ENSMUSG00000083496	1	1.0451774	FALSE	Gm11263
ENSMUSG00000083498	1.169475	1.0756287	FALSE	Gm14172
ENSMUSG00000083499	1	1	FALSE	Gm14609
ENSMUSG00000083500	1.0357733	1.233215	FALSE	Gm15470
ENSMUSG00000083501	1	1	FALSE	Gm12255
ENSMUSG00000083502	1	1	FALSE	Gm14861
ENSMUSG00000083503	1	1	FALSE	Gm13407
ENSMUSG00000083504	1	1	FALSE	Gm12450
ENSMUSG00000083505	1	1	FALSE	Gm7541
ENSMUSG00000083506	1	1	FALSE	Gm13993
ENSMUSG00000083507	2.03181	1	FALSE	Gm12842
ENSMUSG00000083508	1	1	FALSE	Gm6027
ENSMUSG00000083509	1	1	FALSE	Defa-ps4
ENSMUSG00000083510	1	1	FALSE	Gm13478
ENSMUSG00000083512	4.15467	1.336261	FALSE	Gm12749
ENSMUSG00000083513	1	1	FALSE	Olfr647-ps1
ENSMUSG00000083514	1	1	FALSE	Gm11881
ENSMUSG00000083515	1	1	FALSE	Gm14577
ENSMUSG00000083516	1	1	FALSE	Gm15196
ENSMUSG00000083517	1	1	FALSE	Gm14998
ENSMUSG00000083518	1	1	FALSE	Gm9429
ENSMUSG00000083519	1	1	FALSE	Gm13674
ENSMUSG00000083520	1	1.00424402	FALSE	Gm6418
ENSMUSG00000083521	1	1	FALSE	Gm12157
ENSMUSG00000083522	1	1	FALSE	Gm15321
ENSMUSG00000083524	1	1	FALSE	Mup-ps21
ENSMUSG00000083526	1	1	FALSE	Gm15045
ENSMUSG00000083527	1	1	FALSE	Gm12001
ENSMUSG00000083528	1	1	FALSE	Gm13432
ENSMUSG00000083529	3.09523	2.00395	FALSE	Gm15035
ENSMUSG00000083530	1	1	FALSE	Gm13867
ENSMUSG00000083533	1	1	FALSE	Gm13450
ENSMUSG00000083534	1	1	FALSE	H2-M6-ps
ENSMUSG00000083535	1	1	FALSE	Gm14381
ENSMUSG00000083536	1	1.0251339	FALSE	Gm15808
ENSMUSG00000083537	1	1	FALSE	Gm14942
ENSMUSG00000083538	1	1	FALSE	Gm16016
ENSMUSG00000083539	1	1	FALSE	Gm12466
ENSMUSG00000083541	1	1	FALSE	Gm12585
ENSMUSG00000083542	1	1	FALSE	Olfr1379-ps1
ENSMUSG00000083543	1	1	FALSE	Gm14663
ENSMUSG00000083544	1	1	FALSE	Oat-rs1
ENSMUSG00000083545	1	1	FALSE	Gm13320
ENSMUSG00000083546	1	1	FALSE	Tpt1-ps1
ENSMUSG00000083547	1	1	FALSE	Gm13321
ENSMUSG00000083548	1	1	FALSE	Gm11514
ENSMUSG00000083549	1	1	FALSE	Gm11227
ENSMUSG00000083550	1	1	FALSE	Gm13729
ENSMUSG00000083551	1	1	FALSE	Gm14516
ENSMUSG00000083552	1	1.260264	FALSE	Gm14814
ENSMUSG00000083553	1.0811385	1	FALSE	Gm11989
ENSMUSG00000083554	1	1.0670567	FALSE	Gm6645
ENSMUSG00000083555	1	1.0243673	FALSE	Gm12035
ENSMUSG00000083556	2.04188	1.0582155	FALSE	Gm9043
ENSMUSG00000083557	1	1	FALSE	Gm6877
ENSMUSG00000083558	1	1	FALSE	Gm12896
ENSMUSG00000083560	1	1	FALSE	Gm14939
ENSMUSG00000083561	1	1	FALSE	Gm5942
ENSMUSG00000083562	1	1	FALSE	Gm13234
ENSMUSG00000083563	3.26574	1.905268	FALSE	Gm13340
ENSMUSG00000083564	1.0577471	1	FALSE	Gm11929
ENSMUSG00000083565	1	1	FALSE	Gm11941
